"","record_id","outdesc","out","outprimary","outtype","outanalysis___1","outanalysis___2","outanalysis___3","outanalysis___4","outanalysisdesc","outhowgconfound___1","outhowgconfound___2","outhowgconfound___3","outhowgconfound___4","outhowgconfound___5","outhowgconfound___6","outhowgconfound___7","outhowgconfound___8","outhowconfounddesc","outconfdomains___1","outconfdomains___2","outconfdomains___3","outconfdomains___4","outconfdomains___5","outconfdomains___6","outconfdomains___7","outconfdomains___8","outconfdomains___9","outconfdomains___10","outconfdomains___11","outconfdomains___12","outconfdomains___13","outconfdomains___14","outconfdomains___15","outconfdomains___16","outconfdomains___17","outmingenetics","outmincoinfect","outminatopic","outminneonatal","outminchildsex","outminantibiotic","outminses","outminsibling","outminsmoking","outminnutrition","outminallergens","outminpollution","outminageexp","outminageout","expdesc","expmeth___1","expmeth___2","expmeth___3","expmeth___4","expmeth___5","exptype","exptime___1","exptime___2","exptime___3","exptimedesc","compdesc","type","time2needed","time3needed","expdesc.1","time","estype","esdesc","esmethod","es","es.se.report","es.se","n","expevent","expnonevent","compevent","compnonevent","outage","id","comparison"
"2148",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,0,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze with subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze with subsequent development of asthma, RV B",2,2,1,NA,1,4,"Unadjusted: HR 2.63 (95% CI 0.82-8.41)  Adjusted: aHR 2.41 (95% CI 0.75-7.78)",1,2.41,1,NA,590,NA,NA,NA,NA,"recurrent wheeze by age 3 (ages 0-3)",114,2
"3273",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,1,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze without subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze without subsequent development of asthma, RV B",2,2,1,NA,1,4,"Unadjusted: HR 0.63 (95% CI 0.09-4.50)  Adjusted: aHR 0.60 (95% CI 0.08-4.34)",1,0.6,1,NA,604,NA,NA,NA,NA,"recurrent wheeze by age 3 (ages 0-3)",114,2
"2149",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,0,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze with subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze with subsequent development of asthma, RV B",2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2
"3274",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,1,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze without subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze without subsequent development of asthma, RV B",2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2
"2147",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,0,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze with subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze with subsequent development of asthma, RV B",2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2
"3272",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,1,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze without subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze without subsequent development of asthma, RV B",2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2
"2143",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,0,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze with subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze with subsequent development of asthma, RV C",2,2,1,NA,1,4,"Unadjusted: HR 2.23(95% CI 1.33-3.76)  Adjusted: aHR 2.04 (95% CI 1.19-3.49)",1,2.41,1,NA,590,NA,NA,NA,NA,"recurrent wheeze by age 3 (ages 0-3)",114,3
"3268",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,1,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze without subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze without subsequent development of asthma, RV C",2,2,1,NA,1,4,"Unadjusted: HR 1.38 (95% CI 0.80-2.39)  Adjusted: aHR 1.31 (95% CI 0.75-2.30)",1,1.31,1,NA,604,NA,NA,NA,NA,"recurrent wheeze by age 3 (ages 0-3)",114,3
"2151",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,0,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze with subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze with subsequent development of asthma, RV C",2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,3
"3276",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,1,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze without subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze without subsequent development of asthma, RV C",2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,3
"2150",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,0,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze with subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze with subsequent development of asthma, RV C",2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,3
"3275",114,"To address the potential heterogeneity  of recurrent wheeze, we also fit the models with stratifying the recurrent wheeze outcome (by age 3 years) by asthma status at age 4 years. Asthma was defined using a commonly used epidemiologic definition: physician-diagnosis  of asthma, with either asthma medication use (eg, albuterol inhaler or inhaled corticosteroids) or asthma-associated symptoms (eg, wheezing or nocturnal cough) in the preceding year.",3,2,1,0,0,1,0,"To examine the association of viruses with the risk of outcome, we modeled the time to event (ie, the development of recurrent wheeze) by fitting Cox proportional hazards models. Patients who did not have an outcome were censored at their last follow-up interview or at the time of withdrawal during the 36-month follow-up period.",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3: Recurrent wheeze without subsequent development of asthma, RSV-only",1,0,0,0,0,2,1,0,0,"","Table 3: Recurrent wheeze without subsequent development of asthma, RV C",2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,3
"1030",115,"",2,1,1,0,1,0,0,"a backward stepwise binomial logistic regression model was built. All the variables with P-value < 0.1 were introduced in the multivariate analysis.",0,1,0,0,0,0,0,0,"It's not entirely clear, but I think the only comparison of interest for the secondary meta-analysis compared those with RSV+ bronchiolitis hospitalization to RSV- bronchiolitis (p. 347, 2nd complete paragraph). I believe the comparison is unadjusted because RSV status is not reported in Table 4 as a predictor in the multivariate model; however, I am not sure about this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -Recurrent wheezing: two or more wheezing episodes in the first 3 years of life, excluding bronchiolitis (measured by parent report on the ISAAC questionnaire).",1,1,0,0,0,2,0,1,0,"","Preterm and term children with RSV- bronchiolitis hospitalization in the first two years of life",2,2,1,NA,1,1,"In contrast, children with respiratory syncytial virus (RSV) detection had lower risk of hospitalization for RW than those RSVnegative [18 (29%) vs 92 (53%), (p=0.01)]. (p. 347)",2,0.37,1,0.32,236,18,44,92,82,"ages 6-9",115,1
"1027",115,"",2,1,1,0,1,0,0,"a backward stepwise binomial logistic regression model was built. All the variables with P-value < 0.1 were introduced in the multivariate analysis.",0,1,0,0,0,0,0,0,"It's not entirely clear, but I think the only comparison of interest for the secondary meta-analysis compared those with RSV+ bronchiolitis hospitalization to RSV- bronchiolitis (p. 347, 2nd complete paragraph). I believe the comparison is unadjusted because RSV status is not reported in Table 4 as a predictor in the multivariate model; however, I am not sure about this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -Recurrent wheezing: two or more wheezing episodes in the first 3 years of life, excluding bronchiolitis (measured by parent report on the ISAAC questionnaire).",1,1,0,0,0,2,0,1,0,"","Preterm and term children with RSV- bronchiolitis hospitalization in the first two years of life",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,1
"1034",115,"",2,1,1,0,1,0,0,"a backward stepwise binomial logistic regression model was built. All the variables with P-value < 0.1 were introduced in the multivariate analysis.",0,1,0,0,0,0,0,0,"It's not entirely clear, but I think the only comparison of interest for the secondary meta-analysis compared those with RSV+ bronchiolitis hospitalization to RSV- bronchiolitis (p. 347, 2nd complete paragraph). I believe the comparison is unadjusted because RSV status is not reported in Table 4 as a predictor in the multivariate model; however, I am not sure about this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -Recurrent wheezing: two or more wheezing episodes in the first 3 years of life, excluding bronchiolitis (measured by parent report on the ISAAC questionnaire).",1,1,0,0,0,2,0,1,0,"","Preterm and term children with RSV- bronchiolitis hospitalization in the first two years of life",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,1
"1044",116,"At age seven, a clinical questionnaire was administered to assess data on respiratory  symptoms (day or night cough, discomfort during exercise, use of salbutamol), respiratory  treatments (corticosteroid p.o. or inhaled, long-acting bronchodilator), hospitalisation for  asthma, wheezing outside viral episodes, personal atopy (presence of atopic dermatitis,  eczema, rhinoconjunctivitis, food anaphylaxis from birth), environmental exposure to  tobacco smoke (currently or during pregnancy), pets, type of housing, day-care attendance  and number of siblings. Asthma was defined according to the frequency of the following symptoms: asthma  symptoms (tachypnea, wheezing, expiratory stridor, respiratory chest retraction), and  doctor-diagnosed wheezes or use of anti-asthmatic medication with a medical prescription. If >=3 respiratory symptoms were documented >=2 times or if any such episode lasted >=4 weeks, then the subject was classified as having asthma.",1,1,1,0,0,0,1,"Univariate analysis of asthma was conducted using the chi-squared test.",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV only",1,0,0,0,0,1,1,0,0,"","HRV only",2,2,1,NA,1,10,"The authors only report the p-value from the chi-squared, univariate test (Table 3).  The numbers listed in the table can be used to calculate an odds ratio for RSV vs. HRV. RSV asthma: 11/15, RSV no asthma: 41/53, HRV asthma: 7/15, HRV no asthma 9/53. OR (from excel spreadsheet) 0.34.",2,0.34,1,0.61,68,11,41,7,9,"ever asthma diagnosis by age 7 (ages 0-7)",116,1
"1041",116,"At age seven, a clinical questionnaire was administered to assess data on respiratory  symptoms (day or night cough, discomfort during exercise, use of salbutamol), respiratory  treatments (corticosteroid p.o. or inhaled, long-acting bronchodilator), hospitalisation for  asthma, wheezing outside viral episodes, personal atopy (presence of atopic dermatitis,  eczema, rhinoconjunctivitis, food anaphylaxis from birth), environmental exposure to  tobacco smoke (currently or during pregnancy), pets, type of housing, day-care attendance  and number of siblings. Asthma was defined according to the frequency of the following symptoms: asthma  symptoms (tachypnea, wheezing, expiratory stridor, respiratory chest retraction), and  doctor-diagnosed wheezes or use of anti-asthmatic medication with a medical prescription. If >=3 respiratory symptoms were documented >=2 times or if any such episode lasted >=4 weeks, then the subject was classified as having asthma.",1,1,1,0,0,0,1,"Univariate analysis of asthma was conducted using the chi-squared test.",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV only",1,0,0,0,0,1,1,0,0,"","HRV only",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",116,1
"1042",116,"At age seven, a clinical questionnaire was administered to assess data on respiratory  symptoms (day or night cough, discomfort during exercise, use of salbutamol), respiratory  treatments (corticosteroid p.o. or inhaled, long-acting bronchodilator), hospitalisation for  asthma, wheezing outside viral episodes, personal atopy (presence of atopic dermatitis,  eczema, rhinoconjunctivitis, food anaphylaxis from birth), environmental exposure to  tobacco smoke (currently or during pregnancy), pets, type of housing, day-care attendance  and number of siblings. Asthma was defined according to the frequency of the following symptoms: asthma  symptoms (tachypnea, wheezing, expiratory stridor, respiratory chest retraction), and  doctor-diagnosed wheezes or use of anti-asthmatic medication with a medical prescription. If >=3 respiratory symptoms were documented >=2 times or if any such episode lasted >=4 weeks, then the subject was classified as having asthma.",1,1,1,0,0,0,1,"Univariate analysis of asthma was conducted using the chi-squared test.",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV only",1,0,0,0,0,1,1,0,0,"","HRV only",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",116,1
"1051",117,"Recurrent wheezing was defined as two or more episodes following initial bronchiolitis for two years.",2,1,1,0,0,0,1,"Descriptive statistics",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV",1,0,0,0,0,2,0,1,0,"","HRV (could have RSV co-infection?)",2,2,1,NA,1,10,"Descriptive statistics- can calculate odds ratio from Table 2- RSV and recurrent wheeze: 7/18; RSV and no recurrent wheeze: 29/63; HRV and recurrent wheeze: 1/18; HRV and no recurrent wheeze: 2/63",2,0.48,1,1.3,81,7,29,1,2,"recurrent wheeze (ages 1-4 years)",117,1
"1048",117,"Recurrent wheezing was defined as two or more episodes following initial bronchiolitis for two years.",2,1,1,0,0,0,1,"Descriptive statistics",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV",1,0,0,0,0,2,0,1,0,"","HRV (could have RSV co-infection?)",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",117,1
"1049",117,"Recurrent wheezing was defined as two or more episodes following initial bronchiolitis for two years.",2,1,1,0,0,0,1,"Descriptive statistics",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV",1,0,0,0,0,2,0,1,0,"","HRV (could have RSV co-infection?)",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",117,1
"1050",117,"Recurrent wheezing was defined as two or more episodes following initial bronchiolitis for two years.",2,1,1,0,0,0,1,"Descriptive statistics",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV",1,0,0,0,0,2,0,1,0,"","HBoV (could have RSV co-infection?)",2,2,1,NA,1,10,"Descriptive statistics- can calculate odds ratio from Table 2- RSV and recurrent wheeze: 7/18; RSV and no recurrent wheeze: 29/63; HBoV and recurrent wheeze: 1/18; HBoV and no recurrent wheeze: 1/63",2,0.24,1,1.48,81,7,29,1,1,"recurrent wheeze (ages 1-4 years)",117,2
"1052",117,"Recurrent wheezing was defined as two or more episodes following initial bronchiolitis for two years.",2,1,1,0,0,0,1,"Descriptive statistics",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV",1,0,0,0,0,2,0,1,0,"","HBoV (could have RSV co-infection?)",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",117,2
"1053",117,"Recurrent wheezing was defined as two or more episodes following initial bronchiolitis for two years.",2,1,1,0,0,0,1,"Descriptive statistics",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV",1,0,0,0,0,2,0,1,0,"","HBoV (could have RSV co-infection?)",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",117,2
"1054",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV",2,2,1,NA,1,10,"Descriptive statistics- used Table 1 to calculate odds ratio for RSV vs. non-RSV comparisons",2,1.02,1,0.25,294,107,112,45,48,"recurrent wheeze by age 2 years (ages 0-2)",118,1
"1055",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,1
"1060",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,1
